show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s332,TV Show,Battle for Kota,Rajkumar Hirani,Vijay Deverakonda; Alia Bhatt; Tom Cruise; Prabhas,Japan,"November 25, 2018",2000,TV-PG,8 Seasons,"Documentaries, Comedies","In Japan, a group of strangers cross paths in this emotional Documentaries."
s333,TV Show,Shadows of Kings,Rajkumar Hirani,Dhanush; Chris Hemsworth; N. T. Rama Rao Jr.,Brazil,"September 03, 2020",2004,TV-PG,3 Seasons,"Dramas, Thrillers, Documentaries","A heartfelt Dramas exploring family, friendship, and dreams in Brazil."
s334,TV Show,City of Empire,David Fincher,Vijay Deverakonda; N. T. Rama Rao Jr.; Deepika Padukone; Prabhas,Australia,"March 05, 2018",2000,R,6 Seasons,"Comedies, Kids' TV","Vijay Deverakonda stars in this gripping Comedies about choices, fate, and second chances."
s335,Movie,Dreams of Love,Christopher Nolan,Alia Bhatt; Shah Rukh Khan,Canada,"February 09, 2016",1982,PG,162 min,"Romantic Movies, Kids' TV, Thrillers","A Romantic Movies story set in Canada, following Shah Rukh Khan on an unexpected journey."
s336,TV Show,Secret of Love,David Fincher,Prabhas; Chris Hemsworth; Alia Bhatt; Emma Stone,South Korea,"December 23, 2024",1985,R,1 Seasons,"Horror Movies, Romantic Movies, Dramas","A heartfelt Horror Movies exploring family, friendship, and dreams in South Korea."
s337,Movie,Battle for Warrior,Spike Lee,Tom Cruise; Robert Downey Jr.,Canada,"October 28, 2020",1986,TV-MA,172 min,"Sci-Fi & Fantasy, Documentaries, Mystery","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in Canada."
s338,Movie,Echoes of Kota,Rajkumar Hirani,Ram Charan; Ryan Gosling; Robert Downey Jr.; N. T. Rama Rao Jr.,Brazil,"June 19, 2021",2002,TV-PG,138 min,"Mystery, Comedies, Action & Adventure","A heartfelt Mystery exploring family, friendship, and dreams in Brazil."
s339,TV Show,Chronicles of Love,James Cameron,Dhanush; Vijay Deverakonda,Germany,"July 14, 2018",2015,PG-13,6 Seasons,"Romantic Movies, Horror Movies, Thrillers","When everything goes wrong, Dhanush must fight to set things right in this Romantic Movies."
s340,TV Show,The Last Storm,Karan Johar,Dhanush; Scarlett Johansson; Chris Hemsworth,Mexico,"May 22, 2015",1998,PG,1 Seasons,"Crime TV Shows, Documentaries","Dhanush stars in this gripping Crime TV Shows about choices, fate, and second chances."
s341,TV Show,Rise of Storm,Christopher Nolan,Deepika Padukone; Dhanush; Vijay Deverakonda; Ram Charan,Japan,"May 26, 2021",2016,TV-14,2 Seasons,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A heartfelt Dramas exploring family, friendship, and dreams in Japan."
s342,Movie,Escape from Universe,David Fincher,Tom Cruise; Robert Downey Jr.; Vijay Deverakonda,France,"May 19, 2021",1993,TV-PG,89 min,"Mystery, Anime, Action & Adventure","A heartfelt Mystery exploring family, friendship, and dreams in France."
s343,Movie,Voices in Universe,Patty Jenkins,Tom Cruise; Chris Hemsworth; Ryan Gosling; N. T. Rama Rao Jr.,Australia,"April 12, 2019",1985,TV-G,87 min,"Horror Movies, Anime, Mystery","Tom Cruise stars in this gripping Horror Movies about choices, fate, and second chances."
s344,Movie,The Last Warrior,James Cameron,N. T. Rama Rao Jr.; Chris Hemsworth; Ranbir Kapoor; Deepika Padukone,United States,"July 31, 2018",2014,PG,99 min,"Horror Movies, Action & Adventure","When everything goes wrong, Deepika Padukone must fight to set things right in this Horror Movies."
s345,Movie,Journey to Storm,David Fincher,Tom Cruise; N. T. Rama Rao Jr.; Scarlett Johansson,United Kingdom,"June 25, 2016",2001,TV-MA,140 min,"Kids' TV, Crime TV Shows","When everything goes wrong, Tom Cruise must fight to set things right in this Kids' TV."
s346,TV Show,Return of Storm,Spike Lee,Ranbir Kapoor; Shah Rukh Khan,Japan,"March 22, 2017",2011,R,4 Seasons,"Crime TV Shows, Sci-Fi & Fantasy","In Japan, a group of strangers cross paths in this emotional Crime TV Shows."
s347,Movie,Mystery of Universe,S. S. Rajamouli,Ram Charan; Scarlett Johansson; Leonardo DiCaprio; Vijay Deverakonda,Canada,"August 06, 2018",2002,PG,163 min,"Dramas, Sci-Fi & Fantasy, Romantic Movies","A heartfelt Dramas exploring family, friendship, and dreams in Canada."
s348,Movie,Chronicles of Love,Zoya Akhtar,Shah Rukh Khan; Alia Bhatt,Brazil,"March 12, 2019",1989,TV-G,173 min,"Comedies, Dramas","In Brazil, a group of strangers cross paths in this emotional Comedies."
s349,Movie,Battle for Queens,Karan Johar,Alia Bhatt; Ranbir Kapoor; Shah Rukh Khan; Ram Charan,United States,"September 21, 2018",1993,TV-PG,148 min,"Sci-Fi & Fantasy, Kids' TV","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in United States."
s350,TV Show,Legend of Revenge,Patty Jenkins,Ranbir Kapoor; Ryan Gosling; Dhanush; Emma Stone,United States,"March 23, 2019",2017,TV-PG,1 Seasons,"Documentaries, Dramas","A Documentaries story set in United States, following Dhanush on an unexpected journey."
s351,TV Show,Chronicles of Time,James Cameron,Prabhas; Scarlett Johansson,Brazil,"January 16, 2018",2003,TV-G,2 Seasons,"Dramas, Mystery, Anime","In Brazil, a group of strangers cross paths in this emotional Dramas."
s352,TV Show,Journey to Kings,Patty Jenkins,Prabhas; Vijay Deverakonda; Alia Bhatt; Deepika Padukone,South Korea,"April 15, 2021",1981,TV-MA,4 Seasons,"Crime TV Shows, Horror Movies, Anime","A Crime TV Shows story set in South Korea, following Vijay Deverakonda on an unexpected journey."
s353,TV Show,Battle for Storm,James Cameron,Ryan Gosling; Emma Stone; Ranbir Kapoor,Canada,"August 15, 2020",1997,TV-G,1 Seasons,"Thrillers, Romantic Movies, Dramas","Ryan Gosling stars in this gripping Thrillers about choices, fate, and second chances."
s354,TV Show,Rise of Time,Anubhav Sinha,Ranbir Kapoor; Robert Downey Jr.; Ryan Gosling; Scarlett Johansson,Japan,"August 09, 2022",2019,TV-G,4 Seasons,"Romantic Movies, Thrillers","A heartfelt Romantic Movies exploring family, friendship, and dreams in Japan."
s355,TV Show,Voices in Queens,Zoya Akhtar,Ranbir Kapoor; Alia Bhatt; Emma Stone; Prabhas,Australia,"January 26, 2021",1992,TV-G,3 Seasons,"Documentaries, Anime","A heartfelt Documentaries exploring family, friendship, and dreams in Australia."
s356,Movie,Escape from Kings,Karan Johar,Alia Bhatt; Prabhas,Germany,"May 31, 2024",1989,TV-PG,83 min,"Horror Movies, Anime, Documentaries","Prabhas stars in this gripping Horror Movies about choices, fate, and second chances."
s357,Movie,Chronicles of Revenge,S. S. Rajamouli,Leonardo DiCaprio; Chris Hemsworth,Australia,"December 02, 2021",1997,PG,152 min,"Kids' TV, Thrillers","In Australia, a group of strangers cross paths in this emotional Kids' TV."
s358,Movie,Chronicles of Revenge,Spike Lee,Ranbir Kapoor; Deepika Padukone; Ram Charan,Australia,"April 04, 2020",2003,TV-14,129 min,"Anime, Action & Adventure, Mystery","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Anime."
s359,Movie,Voices in Revenge,Greta Gerwig,Shah Rukh Khan; Ryan Gosling; Emma Stone,Canada,"July 01, 2023",1993,TV-MA,102 min,"Anime, Horror Movies, Crime TV Shows","When everything goes wrong, Ryan Gosling must fight to set things right in this Anime."
s360,Movie,Return of Memories,Patty Jenkins,N. T. Rama Rao Jr.; Ryan Gosling; Leonardo DiCaprio; Scarlett Johansson,Australia,"April 30, 2023",2016,PG,148 min,"Crime TV Shows, Kids' TV","A Crime TV Shows story set in Australia, following Scarlett Johansson on an unexpected journey."
s361,Movie,Echoes of Universe,Rajkumar Hirani,N. T. Rama Rao Jr.; Ryan Gosling; Chris Hemsworth; Deepika Padukone,France,"October 15, 2020",2020,TV-MA,104 min,"Documentaries, Anime, Horror Movies","When everything goes wrong, Chris Hemsworth must fight to set things right in this Documentaries."
s362,Movie,Echoes of Love,Anubhav Sinha,Robert Downey Jr.; Ryan Gosling; Deepika Padukone,United Kingdom,"March 13, 2020",2008,TV-MA,172 min,"Crime TV Shows, Action & Adventure","A heartfelt Crime TV Shows exploring family, friendship, and dreams in United Kingdom."
s363,Movie,Shadows of Kings,Anubhav Sinha,Emma Stone; Shah Rukh Khan; Chris Hemsworth,United Kingdom,"February 02, 2020",2017,TV-PG,105 min,"Anime, Documentaries","Chris Hemsworth stars in this gripping Anime about choices, fate, and second chances."
s364,Movie,Battle for Time,S. S. Rajamouli,Dhanush; Emma Stone,Germany,"December 16, 2015",2013,TV-PG,129 min,"Mystery, Romantic Movies","Dhanush stars in this gripping Mystery about choices, fate, and second chances."
s365,TV Show,Return of Code,Patty Jenkins,Ranbir Kapoor; Prabhas; Ram Charan; Dhanush,United Kingdom,"August 17, 2023",1983,R,5 Seasons,"Documentaries, Horror Movies, Action & Adventure","Prabhas stars in this gripping Documentaries about choices, fate, and second chances."
s366,Movie,City of Memories,Patty Jenkins,Chris Hemsworth; Shah Rukh Khan; Dhanush,South Korea,"February 04, 2021",1980,PG,143 min,"Sci-Fi & Fantasy, Thrillers","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Sci-Fi & Fantasy."
s367,TV Show,The Last Warrior,S. S. Rajamouli,Chris Hemsworth; Alia Bhatt; Deepika Padukone; Ranbir Kapoor,Australia,"January 18, 2022",2015,TV-G,4 Seasons,"Dramas, Sci-Fi & Fantasy","A Dramas story set in Australia, following Deepika Padukone on an unexpected journey."
s368,Movie,Dreams of Love,Christopher Nolan,Tom Cruise; Leonardo DiCaprio; Robert Downey Jr.; Chris Hemsworth,India,"September 04, 2019",1991,TV-14,166 min,"Documentaries, Crime TV Shows","A Documentaries story set in India, following Robert Downey Jr. on an unexpected journey."
s369,Movie,Return of Kings,Greta Gerwig,Ryan Gosling; Dhanush; Scarlett Johansson,India,"July 04, 2023",2007,TV-G,150 min,"Comedies, Crime TV Shows, Sci-Fi & Fantasy","In India, a group of strangers cross paths in this emotional Comedies."
s370,TV Show,Secret of Silence,Rajkumar Hirani,Scarlett Johansson; Tom Cruise,United States,"March 23, 2016",2016,TV-PG,2 Seasons,"Anime, Romantic Movies, Thrillers","A heartfelt Anime exploring family, friendship, and dreams in United States."
s371,TV Show,Return of Destiny,Martin Scorsese,Vijay Deverakonda; Deepika Padukone; Ryan Gosling; Emma Stone,South Korea,"July 10, 2020",1991,PG,4 Seasons,"Mystery, Sci-Fi & Fantasy, Dramas","A Mystery story set in South Korea, following Emma Stone on an unexpected journey."
s372,Movie,Legend of Queens,Patty Jenkins,Ram Charan; Chris Hemsworth; Leonardo DiCaprio,Germany,"April 14, 2021",2020,TV-14,81 min,"Thrillers, Documentaries","In Germany, a group of strangers cross paths in this emotional Thrillers."
s373,TV Show,Secret of Silence,Rajkumar Hirani,Emma Stone; N. T. Rama Rao Jr.; Chris Hemsworth; Robert Downey Jr.,Brazil,"September 27, 2018",2001,R,1 Seasons,"Action & Adventure, Romantic Movies","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Action & Adventure."
s374,Movie,Legend of Love,James Cameron,Vijay Deverakonda; Prabhas,Brazil,"March 01, 2020",2014,PG-13,139 min,"Romantic Movies, Kids' TV","A heartfelt Romantic Movies exploring family, friendship, and dreams in Brazil."
s375,Movie,Secret of Kota,David Fincher,Emma Stone; N. T. Rama Rao Jr.; Dhanush; Leonardo DiCaprio,India,"September 03, 2016",1997,TV-G,83 min,"Horror Movies, Mystery, Kids' TV","Leonardo DiCaprio stars in this gripping Horror Movies about choices, fate, and second chances."
s376,Movie,Legend of Kota,Greta Gerwig,Emma Stone; Ryan Gosling; Chris Hemsworth; Ranbir Kapoor,France,"December 22, 2015",2011,TV-14,127 min,"Anime, Sci-Fi & Fantasy, Kids' TV","In France, a group of strangers cross paths in this emotional Anime."
s377,Movie,Legend of Queens,David Fincher,Dhanush; Deepika Padukone,United States,"December 17, 2023",2010,PG,99 min,"Sci-Fi & Fantasy, Crime TV Shows, Kids' TV","Deepika Padukone stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s378,Movie,Secret of Love,Rajkumar Hirani,Ranbir Kapoor; Alia Bhatt; Ryan Gosling; Chris Hemsworth,South Korea,"May 07, 2019",2013,TV-MA,80 min,"Documentaries, Mystery","In South Korea, a group of strangers cross paths in this emotional Documentaries."
s379,TV Show,Legend of Storm,Christopher Nolan,Tom Cruise; Chris Hemsworth,Australia,"July 04, 2023",1999,TV-PG,4 Seasons,"Horror Movies, Sci-Fi & Fantasy","When everything goes wrong, Chris Hemsworth must fight to set things right in this Horror Movies."
s380,Movie,Legend of Kota,Greta Gerwig,Leonardo DiCaprio; Ranbir Kapoor,India,"March 04, 2015",2015,PG,93 min,"Sci-Fi & Fantasy, Kids' TV, Romantic Movies","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in India."
s381,Movie,Return of Time,Martin Scorsese,Tom Cruise; Vijay Deverakonda,Germany,"January 23, 2021",2008,TV-MA,96 min,"Dramas, Mystery, Comedies","A Dramas story set in Germany, following Tom Cruise on an unexpected journey."
s382,TV Show,Mystery of Kota,Anubhav Sinha,Dhanush; Tom Cruise,Germany,"July 03, 2018",2001,TV-G,4 Seasons,"Mystery, Anime","When everything goes wrong, Dhanush must fight to set things right in this Mystery."
s383,Movie,Escape from Destiny,Zoya Akhtar,Dhanush; Shah Rukh Khan; Alia Bhatt,Canada,"August 11, 2016",1996,PG-13,130 min,"Action & Adventure, Romantic Movies, Crime TV Shows","When everything goes wrong, Dhanush must fight to set things right in this Action & Adventure."
s384,Movie,Secret of Kings,Karan Johar,Dhanush; Ram Charan; Prabhas,Spain,"August 12, 2023",2002,PG,153 min,"Action & Adventure, Anime","In Spain, a group of strangers cross paths in this emotional Action & Adventure."
s385,Movie,Chronicles of Universe,Greta Gerwig,Dhanush; Scarlett Johansson; Tom Cruise; Vijay Deverakonda,Canada,"December 18, 2021",1995,PG,100 min,"Anime, Comedies, Horror Movies","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Anime."
s386,TV Show,Return of Universe,Rajkumar Hirani,Shah Rukh Khan; Prabhas; Emma Stone; Ram Charan,India,"April 17, 2023",2016,TV-G,8 Seasons,"Comedies, Romantic Movies, Kids' TV","Ram Charan stars in this gripping Comedies about choices, fate, and second chances."
s387,TV Show,Chronicles of Universe,Anubhav Sinha,Alia Bhatt; Emma Stone,Australia,"August 26, 2023",2004,PG-13,8 Seasons,"Thrillers, Comedies","A heartfelt Thrillers exploring family, friendship, and dreams in Australia."
s388,Movie,Echoes of Code,Martin Scorsese,Ranbir Kapoor; Shah Rukh Khan; Deepika Padukone; Vijay Deverakonda,France,"November 26, 2021",2016,R,105 min,"Sci-Fi & Fantasy, Horror Movies, Thrillers","When everything goes wrong, Deepika Padukone must fight to set things right in this Sci-Fi & Fantasy."
s389,TV Show,Dreams of Chaos,S. S. Rajamouli,Chris Hemsworth; Tom Cruise; Deepika Padukone; Scarlett Johansson,United Kingdom,"July 23, 2024",1998,TV-MA,6 Seasons,"Crime TV Shows, Dramas","A Crime TV Shows story set in United Kingdom, following Deepika Padukone on an unexpected journey."
s390,TV Show,Chronicles of Warrior,Christopher Nolan,Ram Charan; Ryan Gosling,Australia,"June 03, 2019",2000,TV-PG,7 Seasons,"Romantic Movies, Anime, Kids' TV","When everything goes wrong, Ram Charan must fight to set things right in this Romantic Movies."
s391,Movie,Dreams of Code,David Fincher,N. T. Rama Rao Jr.; Ram Charan; Leonardo DiCaprio; Scarlett Johansson,United Kingdom,"March 27, 2018",1988,TV-14,81 min,"Comedies, Sci-Fi & Fantasy","When everything goes wrong, Scarlett Johansson must fight to set things right in this Comedies."
s392,Movie,Battle for Universe,S. S. Rajamouli,Ram Charan; Vijay Deverakonda,South Korea,"November 06, 2023",2018,R,159 min,"Action & Adventure, Kids' TV, Anime","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Action & Adventure."
s393,TV Show,Mystery of Silence,David Fincher,Ram Charan; Tom Cruise,United States,"June 25, 2021",2011,TV-G,4 Seasons,"Mystery, Romantic Movies, Crime TV Shows","A Mystery story set in United States, following Ram Charan on an unexpected journey."
s394,TV Show,Voices in Love,Spike Lee,Alia Bhatt; Tom Cruise; Shah Rukh Khan,Mexico,"November 24, 2015",1989,TV-PG,5 Seasons,"Anime, Kids' TV","Alia Bhatt stars in this gripping Anime about choices, fate, and second chances."
s395,TV Show,Mystery of Kings,James Cameron,Prabhas; Emma Stone; Dhanush; Deepika Padukone,Australia,"July 03, 2018",1983,PG-13,1 Seasons,"Anime, Kids' TV, Crime TV Shows","When everything goes wrong, Dhanush must fight to set things right in this Anime."
s396,TV Show,Mystery of Destiny,Greta Gerwig,Leonardo DiCaprio; Chris Hemsworth; Ryan Gosling,Australia,"May 28, 2023",1999,TV-PG,5 Seasons,"Dramas, Thrillers, Sci-Fi & Fantasy","In Australia, a group of strangers cross paths in this emotional Dramas."
s397,Movie,The Last Kings,Greta Gerwig,Prabhas; Vijay Deverakonda; Deepika Padukone,India,"July 19, 2024",1997,PG-13,96 min,"Kids' TV, Documentaries, Mystery","A heartfelt Kids' TV exploring family, friendship, and dreams in India."
s398,Movie,Return of Kota,Patty Jenkins,Ranbir Kapoor; Emma Stone; Shah Rukh Khan; Leonardo DiCaprio,United Kingdom,"December 06, 2017",1995,R,103 min,"Crime TV Shows, Horror Movies","When everything goes wrong, Emma Stone must fight to set things right in this Crime TV Shows."
s399,TV Show,Rise of Memories,Anubhav Sinha,Dhanush; Ryan Gosling,Brazil,"November 16, 2016",1993,PG,6 Seasons,"Dramas, Action & Adventure, Comedies","When everything goes wrong, Ryan Gosling must fight to set things right in this Dramas."
s400,TV Show,City of Silence,Zoya Akhtar,Shah Rukh Khan; Scarlett Johansson; Emma Stone; Ryan Gosling,France,"April 27, 2020",1996,TV-14,7 Seasons,"Dramas, Crime TV Shows, Anime","A Dramas story set in France, following Shah Rukh Khan on an unexpected journey."
s401,TV Show,Mystery of Queens,Anubhav Sinha,Deepika Padukone; Leonardo DiCaprio; Ranbir Kapoor; Ram Charan,India,"November 11, 2017",2017,R,8 Seasons,"Thrillers, Mystery","A heartfelt Thrillers exploring family, friendship, and dreams in India."
